-3.607192612811040838e-02 7.717808894551618781e-01 1.533246012566868544e+00
4.282670766175268318e-01 5.772113361877694304e-01 1.379629598485993203e+00
1.031907780186855250e+00 2.096910689049169274e-01 1.226013184405117196e+00
1.093819647219607116e+00 2.961664259126469134e-01 1.103120053140416612e+00
1.217643381285110182e+00 -4.388741086530579816e-01 -7.402769158300915864e-01
1.202165414526922271e+00 -7.847755366839778146e-01 -5.098522947087780199e-01
1.264077281559673915e+00 -7.415378581801129743e-01 -1.062871385399930535e+00
1.310511181834237870e+00 -2.875422338895304852e-01 -7.863618400543543885e-01
1.202165414526922271e+00 2.096910689049169274e-01 4.316679598237445348e-02
1.078341680461418983e+00 2.313099081568494031e-01 -7.710001986462668988e-01
9.390399796377278951e-01 2.198624280082706939e+00 -7.402769158300915864e-01
7.997382788140368071e-01 2.177005440830774408e+00 -2.333427493632018179e-01
5.366128439248423199e-01 1.593296781028596731e+00 -1.104496180985012482e-01
4.131790766282913280e-02 1.232157118971869553e-01 -2.487043907712893631e-01
-8.564041643120695602e-01 -1.411721874990020442e+00 3.100133436191800929e+00
-1.134617599190499843e-01 1.117682317486081933e+00 1.610054219607306436e+00
-6.702785964448623734e-02 1.204157674493811614e+00 1.272098108629380109e+00
-5.154989288629833327e-02 1.182538835241879527e+00 1.348906315669818001e+00
-6.702785964448623734e-02 1.182538835241879527e+00 1.364267957077905491e+00
-6.702785964448623734e-02 1.182538835241879527e+00 1.364267957077905491e+00
-6.702785964448623734e-02 1.182538835241879527e+00 1.348906315669818001e+00
-8.250582640267413448e-02 1.182538835241879527e+00 1.348906315669818001e+00
-8.250582640267413448e-02 1.160919995989946996e+00 1.364267957077905491e+00
-6.702785964448623734e-02 1.160919995989946996e+00 1.364267957077905491e+00
-5.154989288629833327e-02 1.139301156738014464e+00 1.318183032853642800e+00
-8.250582640267413448e-02 1.139301156738014464e+00 1.348906315669818001e+00
-5.154989288629833327e-02 1.204157674493811614e+00 1.348906315669818001e+00
-8.250582640267413448e-02 1.117682317486081933e+00 1.364267957077905491e+00
-8.250582640267413448e-02 1.139301156738014464e+00 1.348906315669818001e+00
-8.250582640267413448e-02 1.160919995989946996e+00 1.364267957077905491e+00
-8.250582640267413448e-02 1.117682317486081933e+00 1.364267957077905491e+00
-8.250582640267413448e-02 1.139301156738014464e+00 1.333544674261730290e+00
-8.250582640267413448e-02 1.182538835241879527e+00 1.333544674261730290e+00
-8.250582640267413448e-02 1.160919995989946996e+00 1.364267957077905491e+00
-6.702785964448623734e-02 1.160919995989946996e+00 1.364267957077905491e+00
-9.798379316086205937e-02 1.139301156738014464e+00 1.348906315669818001e+00
-8.250582640267413448e-02 1.160919995989946996e+00 1.364267957077905491e+00
-6.702785964448623734e-02 1.139301156738014464e+00 1.333544674261730290e+00
-1.444176934354257924e-01 1.074444638982216871e+00 1.487161088342605852e+00
-1.289397266772378536e-01 1.031206960478351808e+00 1.410352881302168182e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.410352881302168182e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.394991239894080692e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.379629598485993203e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.410352881302168182e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.410352881302168182e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.410352881302168182e+00
-9.798379316086205937e-02 1.031206960478351808e+00 1.394991239894080692e+00
-8.250582640267413448e-02 1.031206960478351808e+00 1.425714522710255894e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.425714522710255894e+00
-1.134617599190499843e-01 1.031206960478351808e+00 1.379629598485993203e+00
-1.598956601936137034e-01 1.664533904010519205e-01 1.563969295383043745e+00
-1.598956601936137034e-01 1.664533904010519205e-01 1.579330936791131235e+00
-1.598956601936137034e-01 1.880722296529844517e-01 1.563969295383043745e+00
-1.598956601936137034e-01 1.664533904010519205e-01 1.563969295383043745e+00
-1.753736269518015867e-01 1.880722296529844517e-01 1.563969295383043745e+00
-1.753736269518015867e-01 2.096910689049169274e-01 1.548607653974956255e+00
-1.753736269518015867e-01 1.880722296529844517e-01 1.563969295383043745e+00
-1.753736269518015867e-01 1.880722296529844517e-01 1.548607653974956255e+00
-1.753736269518015867e-01 1.664533904010519205e-01 1.579330936791131235e+00
-1.753736269518015867e-01 1.880722296529844517e-01 1.563969295383043745e+00
-1.753736269518015867e-01 1.880722296529844517e-01 1.594692578199218946e+00
